Unique ID,Brand,Model,Case Size,Case Material,Dial,Reference Number,Movement,Bracelet Material,Bracelet Style,Bracelet Colour,Closing Mechanism,Closing Mechanism Material,Bezel,Bezel Colour,Bezel Numbers,Price,Complication 1,Complication 2,Complication 3,Complication 4,Hour Markers,Hour Marker Colour,Style,Exclusivity,Edition
RLX/DTNA/YG.OF/C/CHM/BLK.OUT/IND,Rolex,Daytona,40,Yellow Gold,Champagne,126518LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,Yellow Gold,Ceramic,Black,Yellow Gold,$36 400,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/YG.OF/C/CHM/BLK.FUL/IND,Rolex,Daytona,40,Yellow Gold,Champagne,126518LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,Yellow Gold,Ceramic,Black,Yellow Gold,$36 400,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/YG.OF/C/WHT/CHM.OUT/IND,Rolex,Daytona,40,Yellow Gold,White,126518LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,Yellow Gold,Ceramic,Black,Yellow Gold,$36 400,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/YG.OF/C/BLK/CHM.FUL/DIA,Rolex,Daytona,40,Yellow Gold,Black,126518LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,Yellow Gold,Ceramic,Black,Yellow Gold,$38 400,Chronograph,,,,Diamonds,White,Sport,Medium-High,NULL
RLX/DTNA/YG.O/DIA/CHM/CHM.FUL/DIA,Rolex,Daytona,40,Yellow Gold,Champagne,126598TBR,Calibre 4131,Yellow Gold,Oyster,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,Black,$133 500,Chronograph,,,,Diamonds,Diamonds,Sport,VIP,NULL
RLX/DTNA/YG.OF/DIA/CHM/BLK.OUT/DIA,Rolex,Daytona,40,Yellow Gold,Champagne,126538TBR,Calibre 4131,Rubber,Oysterflex,Yellow Gold,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,Black,$125 200,Chronograph,,,,Diamonds,Diamonds,Sport,VIP,NULL
RLX/DTNA/WG.O/BLK/SIL/FUL/IND,Rolex,Daytona,40,White Gold,Black,126509,Calibre 4131,White Gold,Oyster,White Gold,Folding Clasp,White Gold,White Gold,White Gold,Black,$50 500,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/WG.OS/SIL/BLK.OUT/IND,Rolex,Daytona,40,White Gold,Silver,126509,Calibre 4131,White Gold,Oyster,White Gold,Folding Clasp,White Gold,White Gold,White Gold,Black,$50 500,Chronograph,,,,Indices,White,Sport,Medium-High,NULL
RLX/DTNA/WG.OS/BLK/SIL.OUT/DIA,Rolex,Daytona,40,White Gold,Black,126509,Calibre 4131,White Gold,Oyster,White Gold,Folding Clasp,White Gold,White Gold,White Gold,Black,$52 500,Chronograph,,,,Diamonds,Diamonds,Sport,Medium-High,NULL
RLX/DTNA/WG.OF/C/BLK/SIL/FUL/IND,Rolex,Daytona,40,White Gold,Black,126519LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,White Gold,Ceramic,Black,White Gold,$38 100,Chronograph,,,,Indices,Indices,Sport,Medium-High,NULL
RLX/DTNA/WG.OF/C/SIL/BLK.OUT/IND,Rolex,Daytona,40,White Gold,Silver,126519LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,White Gold,Ceramic,Black,White Gold,$38 100,Chronograph,,,,Indices,Indices,Sport,Medium-High,NULL
RLX/DTNA/WG/.OF/C/BLK/SIL.OUT/DIA,Rolex,Daytona,40,White Gold,Black,126519LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,White Gold,Ceramic,Black,White Gold,$40 100,Chronograph,,,,Diamonds,Diamonds,Sport,Medium-High,NULL
RLX/DTNA/WG.O/CIR.DIA/MOP/SIL.FUL/DIA,Rolex,Daytona,40,White Gold,Mother of Pearl,126579RBR,Calibre 4131,White Gold,Oyster,White Gold,Folding Clasp,White Gold,Diamond,Diamond,White Gold,$78 100,Chronograph,,,,Diamonds,Diamonds,Sport,VIP,NULL
RLX/DTNA/WG.OF/CIR.DIA/MOP/MOP.FUL/DIA,Rolex,Daytona,40,White Gold,Mother of Pearl,126579RBR,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,White Gold,Diamond,Diamond,White Gold,$68 400,Chronograph,,,,Diamonds,Diamonds,Sport,VIP,NULL
RLX/DTNA/WG.OF/SQDIA/SIL/BLK.OUT/DIA,Rolex,Daytona,40,White Gold,Silver,126539TBR,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,White Gold,Diamond,Diamond,White Gold,$127 600,Chronograph,,,,Diamonds,Diamonds,Sport,VIP,NULL
RLX/DTNA/EG.O/BLK/SIL.FUL/IND,Rolex,Daytona,40,Everose Gold,Black,126505,Calibre 4131,Everose Gold,Oyster,Everose Gold,Folding Clasp,Everose Gold,Everose Gold,Everose Gold,Black,$50 500,Chronograph,,,,Indices,White,Sport,High,NULL
RLX/DTNA/EG.O/SUN/BLK.FUL/IND,Rolex,Daytona,40,Everose Gold,Sundust,126505,Calibre 4131,Everose Gold,Oyster,Everose Gold,Folding Clasp,Everose Gold,Everose Gold,Everose Gold,Black,$50 500,Chronograph,,,,Indices,White,Sport,High,NULL
RLX/DTNA/EG.O/BLK/SIL.FUL/DIA,Rolex,Daytona,40,Everose Gold,Black,126505,Calibre 4131,Everose Gold,Oyster,Everose Gold,Folding Clasp,Everose Gold,Everose Gold,Everose Gold,Black,$52 500,Chronograph,,,,Diamonds,Diamonds,Sport,High,NULL
RLX/DTNA/EG.OF/C/BLK/SIL.FUL/IND,Rolex,Daytona,40,Everose Gold,Black,126515LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,Everose Gold,Ceramic,Black,Everose Gold,$38 100,Chronograph,,,,Indices,White,Sport,High,NULL
RLX/DTNA/EG.OF/C/SIL/BLK.FUL/IND,Rolex,Daytona,40,Everose Gold,Sundust,126515LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,Everose Gold,Ceramic,Black,Everose Gold,$38 100,Chronograph,,,,Indices,White,Sport,High,NULL
RLX/DTNA/EG.OF/C/BLK/SIL.FUL/DIA,Rolex,Daytona,40,Everose Gold,Black,126515LN,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,Everose Gold,Ceramic,Black,Everose Gold,$40 100,Chronograph,,,,Diamonds,Diamonds,Sport,High,NULL
RLX/DTNA/EG.O/SQDIA/SUN/SUN.FUL/DIA,Rolex,Daytona,40,Everose Gold,Sundust,126595TBR,Calibre 4131,Everose Gold,Oyster,Everose Gold,Folding Clasp,Everose Gold,Diamond,Diamond,NULL,$137 400,Chronograph,,,,Diamonds,Diamonds,Sport,VIP,NULL
RLX/DTNA/EG.OF/SQDIA/SUN/BLK.OUT/DIA,Rolex,Daytona,40,Everose Gold,Sundust,126535TBR,Calibre 4131,Rubber,Oysterflex,Black,Folding Clasp,Everose Gold,Diamond,Diamond,NULL,$126 700,Chronograph,,,,Diamonds,Diamonds,Sport,VIP,NULL
RLX/DTNA/PL.O/C/ICE/CHO.OUT/IND,Rolex,Daytona,40,Platinum,Ice Blue,126506,Calibre 4131,Platinum,Oyster,Platinum,Folding Clasp,Platinum,Ceramic,Chocolate,Platinum,$78 600,Chronograph,,,,Indices,White,Sport,High,NULL
RLX/DTNA/PL.O/C/ICE/CHO.OUT/DIA,Rolex,Daytona,40,Platinum,Ice Blue,126506,Calibre 4131,Platinum,Oyster,Platinum,Folding Clasp,Platinum,Ceramic,Chocolate,Platinum,$84 900,Chronograph,,,,Diamonds,Diamonds,Sport,High,NULL
RLX/OP/BLK,Rolex,Oyster Perpetual,41,Oystersteel,Black,124300,Calibre 3230,Oystersteel,Oyster,Oyster,Folding Clasp,Oyster,Oystersteel,Oystersteel,NULL,$6 500,NULL,,,,Indices,White,Casual,Low,NULL
RLX/OP/BLU,Rolex,Oyster Perpetual,41,Oystersteel,Blue,124300,Calibre 3230,Oystersteel,Oyster,Oyster,Folding Clasp,Oyster,Oystersteel,Oystersteel,NULL,$6 500,NULL,,,,Indices,White,Casual,Low,NULL
RLX/OP/CEL,Rolex,Oyster Perpetual,41,Oystersteel,Celecbration,124300,Calibre 3230,Oystersteel,Oyster,Oyster,Folding Clasp,Oyster,Oystersteel,Oystersteel,NULL,$6 500,NULL,,,,Indices,White,Casual,Low-Medium,NULL
RLX/OP/GRN,Rolex,Oyster Perpetual,41,Oystersteel,Green,124300,Calibre 3230,Oystersteel,Oyster,Oyster,Folding Clasp,Oyster,Oystersteel,Oystersteel,NULL,$6 500,NULL,,,,Indices,White,Casual,Low,NULL
RLX/OP/SIL,Rolex,Oyster Perpetual,41,Oystersteel,Silver,124300,Calibre 3230,Oystersteel,Oyster,Oyster,Folding Clasp,Oyster,Oystersteel,Oystersteel,NULL,$6 500,NULL,,,,Indices,White,Casual,Low,N
RLX/YM/40/RSM/OS/SLT,Rolex,Yachtmaster,40,Rolesium,Slate,126622,Calibre 3235,Rolesium,Oyster,Oystersteel,Folding Clasp,Oystersteel,Platinum,Platinum,Platinum,$12 400,Date,,,,Indices,White,Sport,Low,NULL
RLX/YM/40/RSM/OS/BLU,Rolex,Yachtmaster,40,Rolesium,Blue,126622,Calibre 3235,Rolesium,Oyster,Oystersteel,Folding Clasp,Oystersteel,Platinum,Platinum,Platinum,$12 400,Date,,,,Indices,White,Sport,Low,NULL
RLX/YM/40/ER/OS/BLK,Rolex,Yachtmaster,40,Everose Rolesor,Black,126621,Calibre 3235,Everose Rolesor,Oyster,Everose Rolesor,Folding Clasp,Everose Rolesor,Everose Gold,Everose Gold,Everose Gold,$17 200,Date,,,,Indices,White,Sport,Low-Medium,NULL
RLX/YM/ER/OS/CHO,Rolex,Yachtmaster,40,Everose Rolesor,Chocolate,126621,Calibre 3235,Everose Rolesor,Oyster,Everose Rolesor,Folding Clasp,Everose Rolesor,Everose Gold,Everose Gold,Everose Gold,$17 200,Date,,,,Indices,White,Sport,Low-Medium,NULL
RLX/YM/40/OF/BLK,Rolex,Yachtmaster,40,Everose Gold,Black,126655,Calibre 3235,Rubber,Oysterflex,Black,Folding Clasp,Everose Gold,Everose Gold,Everose Gold,Everose Gold,$32 100,Date,,,,Indices,White,Sport,Medium,NULL
RLX/YM/40/OF/DIA,Rolex,Yachtmaster,40,Everose Gold,Diamond,126655,Calibre 3235,Rubber,Oysterflex,Black,Folding Clasp,Everose Gold,Everose Gold,Everose Gold,Everose Gold,$49 900,Date,,,,Indices,White,Sport,Medium-High,NULL
RLX/SKY/WR/O/BLK,Rolex,Skydweller,42,White Rolesor,Black,336934,Calibre 9002,White Rolesor,Oyster,White Rolesor,Folding Clasp,White Rolesor,Jubilee,White Gold,NULL,$16 150,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/WR/O/BLU,Rolex,Skydweller,42,White Rolesor,Blue,336934,Calibre 9002,White Rolesor,Oyster,White Rolesor,Folding Clasp,White Rolesor,Jubilee,White Gold,NULL,$16 150,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/WR/O/MNT,Rolex,Skydweller,42,White Rolesor,Mint Green,336934,Calibre 9002,White Rolesor,Oyster,White Rolesor,Folding Clasp,White Rolesor,Jubilee,White Gold,NULL,$16 150,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/WR/O/WHT,Rolex,Skydweller,42,White Rolesor,White,336934,Calibre 9002,White Rolesor,Oyster,White Rolesor,Folding Clasp,White Rolesor,Jubilee,White Gold,NULL,$16 150,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/WR/J/BLK,Rolex,Skydweller,42,White Rolesor,Black,336934,Calibre 9002,White Rolesor,Jubilee,White Rolesor,Folding Clasp,White Rolesor,Jubilee,White Gold,NULL,$16 400,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/WR/J/BLU,Rolex,Skydweller,42,White Rolesor,Blue,336934,Calibre 9002,White Rolesor,Jubilee,White Rolesor,Folding Clasp,White Rolesor,Jubilee,White Gold,NULL,$16 400,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/WR/J/MNT,Rolex,Skydweller,42,White Rolesor,Mint Green,336934,Calibre 9002,White Rolesor,Jubilee,White Rolesor,Folding Clasp,White Rolesor,Jubilee,White Gold,NULL,$16 400,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/WR/J/WHT,Rolex,Skydweller,42,White Rolesor,White,336934,Calibre 9002,White Rolesor,Jubilee,White Rolesor,Folding Clasp,White Rolesor,Jubilee,White Gold,NULL,$16 400,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/YR/O/BLK,Rolex,Skydweller,42,Yellow Rolesor,Black,336933,Calibre 9002,Yellow Rolesor,Oyster,Yellow Rolesor,Folding Clasp,Yellow Rolesor,Jubilee,Yellow Gold,NULL,$20 850,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/YR/O/CHM,Rolex,Skydweller,42,Yellow Rolesor,Champagne,336933,Calibre 9002,Yellow Rolesor,Oyster,Yellow Rolesor,Folding Clasp,Yellow Rolesor,Jubilee,Yellow Gold,NULL,$20 850,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/YR/O/WHT,Rolex,Skydweller,42,Yellow Rolesor,White,336933,Calibre 9002,Yellow Rolesor,Oyster,Yellow Rolesor,Folding Clasp,Yellow Rolesor,Jubilee,Yellow Gold,NULL,$20 850,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/YR/J/BLK,Rolex,Skydweller,42,Yellow Rolesor,Black,336933,Calibre 9002,Yellow Rolesor,Jubilee,Yellow Rolesor,Folding Clasp,Yellow Rolesor,Jubilee,Yellow Gold,NULL,$21 500,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/YR/J/GHM,Rolex,Skydweller,42,Yellow Rolesor,Champagne,336933,Calibre 9002,Yellow Rolesor,Jubilee,Yellow Rolesor,Folding Clasp,Yellow Rolesor,Jubilee,Yellow Gold,NULL,$21 500,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/YR/J/WHT,Rolex,Skydweller,42,Yellow Rolesor,White,336933,Calibre 9002,Yellow Rolesor,Jubilee,Yellow Rolesor,Folding Clasp,Yellow Rolesor,Jubilee,Yellow Gold,NULL,$21 500,GMT,,,,Indices,White,Sport,Low-Medium,NULL
RLX/SKY/YG/O/BLK,Rolex,Skydweller,42,Yellow Gold,Black,336398,Calibre 9002,Yellow Gold,Oyster,Yellow Gold,Folding Clasp,Yellow Gold,Jubilee,Yellow Gold,NULL,$53 400,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/YG/O/CHM,Rolex,Skydweller,42,Yellow Gold,Champagne,336938,Calibre 9002,Yellow Gold,Oyster,Yellow Gold,Folding Clasp,Yellow Gold,Jubilee,Yellow Gold,NULL,$53 400,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/YG/O/WHT,Rolex,Skydweller,42,Yellow Gold,White,336938,Calibre 9002,Yellow Gold,Oyster,Yellow Gold,Folding Clasp,Yellow Gold,Jubilee,Yellow Gold,NULL,$53 400,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/YG/J/BLK,Rolex,Skydweller,42,Yellow Gold,Black,336398,Calibre 9002,Yellow Gold,Jubilee,Yellow Gold,Folding Clasp,Yellow Gold,Jubilee,Yellow Gold,NULL,$54 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/YG/J/CHM,Rolex,Skydweller,42,Yellow Gold,Champagne,336938,Calibre 9002,Yellow Gold,Jubilee,Yellow Gold,Folding Clasp,Yellow Gold,Jubilee,Yellow Gold,NULL,$54 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/YG/J/WHT,Rolex,Skydweller,42,Yellow Gold,White,336938,Calibre 9002,Yellow Gold,Jubilee,Yellow Gold,Folding Clasp,Yellow Gold,Jubilee,Yellow Gold,NULL,$54 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/YG/OF/BLK,Rolex,Skydweller,42,Yellow Gold,Black,336298,Calibre 9002,Rubber,Oysterflex,Black,Folding Clasp,Yellow Gold,Jubilee,Yellow Gold,NULL,$48 500,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/YG/OF/CHM,Rolex,Skydweller,42,Yellow Gold,Champagne,336238,Calibre 9002,Rubber,Oysterflex,Black,Folding Clasp,Yellow Gold,Jubilee,Yellow Gold,NULL,$48 500,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/YG/OF/CHM,Rolex,Skydweller,42,Yellow Gold,White,336238,Calibre 9002,Rubber,Oysterflex,Black,Folding Clasp,Yellow Gold,Jubilee,Yellow Gold,NULL,$48 500,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/WG/OF/WHT,Rolex,Skydweller,42,White Gold,White,336239,Calibre 9002,Rubber,Oysterflex,Black,Folding Clasp,White Gold,Jubilee,White Gold,NULL,$47 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/WG/OF/BLK,Rolex,Skydweller,42,White Gold,Black,336239,Calibre 9002,Rubber,Oysterflex,Black,Folding Clasp,White Gold,Jubilee,White Gold,NULL,$47 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/O/SLT,Rolex,Skydweller,42,Everose Gold,Slate,336935,Calibre 9002,Everose Gold,Oyster,Everose Gold,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$56 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/O/CHO,Rolex,Skydweller,42,Everose Gold,Chocolate,336935,Calibre 9002,Everose Gold,Oyster,Everose Gold,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$56 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/O/BG,Rolex,Skydweller,42,Everose Gold,Blue/Green,336935,Calibre 9002,Everose Gold,Oyster,Everose Gold,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$56 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/O/WHT,Rolex,Skydweller,42,Everose Gold,White,336935,Calibre 9002,Everose Gold,Oyster,Everose Gold,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$56 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/J/SLT,Rolex,Skydweller,42,Everose Gold,Slate,336935,Calibre 9002,Everose Gold,Jubilee,Everose Gold,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$57 800,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/J/CHO,Rolex,Skydweller,42,Everose Gold,Chocolate,336935,Calibre 9002,Everose Gold,Jubilee,Everose Gold,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$57 800,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/J/BG,Rolex,Skydweller,42,Everose Gold,Blue/Green,336935,Calibre 9002,Everose Gold,Jubilee,Everose Gold,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$57 800,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/J/WHT,Rolex,Skydweller,42,Everose Gold,White,336935,Calibre 9002,Everose Gold,Jubilee,Everose Gold,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$57 800,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/OF/SLT,Rolex,Skydweller,42,Everose Gold,Slate,336235,Calibre 9002,Rubber,Oysterflex,Black,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$47 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/OF/CHO,Rolex,Skydweller,42,Everose Gold,Chocolate,336235,Calibre 9002,Rubber,Oysterflex,Black,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$47 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/SKY/EG/IF/WHT,Rolex,Skydweller,42,Everose Gold,White,336235,Calibre 9002,Rubber,Oysterflex,Black,Folding Clasp,Everose Gold,Jubilee,Everose Gold,NULL,$47 600,GMT,,,,Indices,White,Sport,Medium,NULL
RLX/1908/YG/BLK/BLK,Rolex,1908,39,Yellow Gold,Black,52508,Calibre 7140,Leather,Alligator,Black,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,NULL,$24 500,Small Seconds,,,,Arabic Numeral and Indices,Yellow Gold,Dress,Medium-High,NULL
RLX/1908/YG/BRN/WHT,Rolex,1908,39,Yellow Gold,White,52508,Calibre 7140,Leather,Alligator,Brown,Folding Clasp,Yellow Gold,Yellow Gold,Yellow Gold,NULL,$24 500,Small Seconds,,,,Arabic Numeral and Indices,Yellow Gold,Dress,Medium-High,NULL
RLX/1908/WG/BLK/BLK,Rolex,1908,39,White Gold,Black,52509,Calibre 7140,Leather,Alligator,Black,Folding Clasp,White Gold,White Gold,White Gold,NULL,$25 900,Small Seconds,,,,Arabic Numeral and Indices,White Gold,Dress,Medium-High,NULL
RLX/1908/WG/BRN/WHT,Rolex,1908,39,White Gold,White,52509,Calibre 7140,Leather,Alligator,Brown,Folding Clasp,White Gold,White Gold,White Gold,NULL,$25 900,Small Seconds,,,,Arabic Numeral and Indices,White Gold,Dress,Medium-High,NULL
RLX/1908/PL/BLK/ICE,Rolex,1908,39,Platinum,Ice Blue,52506,Calibre 7140,Leather,Alligator,Black,Folding Clasp,Platinum,Platinum,Platinum,NULL,$31 200,Small Seconds,,,,Arabic Numeral and Indices,White Gold,Dress,VIP,NULL
RLX/1908/PL/BRN/ICE,Rolex,1908,39,Platinum,Ice Blue,52506,Calibre 7140,Leather,Alligator,Brown,Folding Clasp,Platinum,Platinum,Platinum,NULL,$31 200,Small Seconds,,,,Arabic Numeral and Indices,White Gold,Dress,VIP,NULL
RLX/EX1/BLK,Rolex,Explorer I,40,Oystersteel,Black,224270,Calibre 3230,Oystersteel,Oyster,Oystersteel,Folding Clasp,Oystersteel,Oystersteel,Oystersteel,NULL,$7 800,NULL,,,,Arabic Numerals,White,Casual,Low,NULL
RLX/EX2/BLK,Rolex,Explorer II,42,Oystersteel,Black,226570,Calibre 3285,Oystersteel,Oyster,Oystersteel,Folding Clasp,Oystersteel,Oystersteel,Oystersteel,Black,$9 750,GMT,,,,Arabic Numeral and Indices,White,Sport,Low,NULL
RLX/EX2/WHT,Rolex,Explorer II,42,Oystersteel,White,226570,Calibre 3285,Oystersteel,Oyster,Oystersteel,Folding Clasp,Oystersteel,Oystersteel,Oystersteel,Black,$9 750,GMT,,,,Arabic Numeral and Indices,White,Sport,Low,NULL
RLX/AK,Rolex,Air King,40,Oystersteel,Black,126900,Calibre 3230,Oystersteel,Oyster,Oystersteel,Folding Clasp,Oystersteel,Oystersteel,Oystersteel,NULL,$7 550,NULL,,,,Arabic Numerals,White,Sport,Low,NULL
AP/ROO.C/C/BLUBLK,Audemars Piguet,Royal Oak Offshore Chronograph,43,Ceramic,Blue,26420CE.OO.A043VE.01,Calibre 4404,Leather and Rubber,Calfskin and NULL,Blue and Black,Pinbuckle,Titanium,Ceramic,Blue,NULL,$58 400,Chronograph,Date,,,Indices,White and Black,Sport,Low-Medium,NULL
AP/ROO.C/C/GRNBLK,Audemars Piguet,Royal Oak Offshore Chronograph,43,Ceramic,Green,26420CE.OO.A063VE.01,Calibre 4401,Leather and Rubber,Textured and NULL,Green and Black,Pinbuckle,Titanium,Ceramic,Green,NULL,$58 400,Chronograph,Date,,,Indices,White Gold and White,Sport,Low-Medium,NULL
AP/ROO.C/C/BLKYG,Audemars Piguet,Royal Oak Offshore Chronograph,43,Ceramic,Black,26420CE.OO.A127CR.01,Calibre 4404,Leather and Rubber,Alligator and NULL,Black and Black,Pinbuckle,Yellow Gold,Ceramic,Black,NULL,$60 900,Chronograph,Date,,,Indices,White and Black,Sport,Low-Medium,NULL
AP/ROO.C/T/GRY,Audemars Piguet,Royal Oak Offshore Chronograph,43,Titanium,Gray,26420IO.OO.A009CA.01,Calibre 4404,Rubber,NULL,Gray and Blue,Pinbuckle,Titanium,Ceramic,Gray,NULL,$46 600,Chronograph,Date,,,Indices,White and Black,Sport,Low-Medium,NULL
AP/ROO.C/RG/GRYTIT,Audemars Piguet,Royal Oak Offshore Chronograph,43,Rose Gold,Gray,26420OI.OO.A015VE.01,Calibre 4404,Leather and Rubber,Calfskin and NULL,Gray and Black,Pinbuckle,Rose Gold,Titanium,Titanium,NULL,$59 600,Chronograph,Date,,,Indices,White and Black,Sport,Low-Medium,NULL
AP/ROO.C/ST/GRYSMK,Audemars Piguet,Royal Oak Offshore Chronograph,43,Stainless Steel,Gray Smoke,26420SO.OO.A600CA.01,Calibre 4404,Rubber,NULL,Light Brown and Black,Pinbuckle,Stainless Steel,Ceramic,Black,NULL,$42 900,Chronograph,Date,,,Indices,White and Black,Sport,Low-Medium,NULL
AP/ROO.C/ST/BRN,Audemars Piguet,Royal Oak Offshore Chronograph,43,Stainless Steel,Brown,26420ST.OO.A828CR.01,Calibre 4404,Leather and Rubber,Alligator and NULL,Brown and Black,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$47 000,Chronograph,Date,,,Indices,White and Black,Sport,Low-Medium,NULL
AP/ROO.C/ST/BLU,Audemars Piguet,Royal Oak Offshore Chronograph,42,Stainless Steel,Blue,26238ST.OO.2000ST.01,Calibre 4404,Stainless Steel,Integrated,Stainless Steel,Folding Clasp,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$46 600,Chronograph,Date,,,Indices,White and Gray,Sport,Low,NULL
AP/ROO.C/WG/BLK,Audemars Piguet,Royal Oak Offshore Chronograph,43,White Gold,Black,26424BC.ZZ.D002CA.01,Calibre 4404,Rubber and Black,NULL and Alligator,Black and Black,Folding Clasp,White Gold,Diamond,Diamond,NULL,Price on Request,Chronograph,Date,,,Indices,White Gold and White,Sport,VIP,NULL
AP/ROO.C/T/BLK,Audemars Piguet,Royal Oak Offshore Chronograph,42,Titanium,Black,26238TI.OO.2000TI.01,Calibre 4404,Titanium and Rubber,Integrated and NULL,Titanium and Black,Folding Clasp,Titanium,Titanium,Titanium,NULL,$46 600,Chronograph,Date,,,Indices,White and Black,Sport,Low,NULL
AP/ROO.C/RG/BLU,Audemars Piguet,Royal Oak Offshore Chronograph,42,Rose Gold,Blue,26238OR.OO.2000OR.01,Calibre 4404,Rose Gold,Integrated,Rose Gold,Folding Clasp,Rose Gold,Rose Gold,Rose Gold,NULL,$93 100,Chronograph,Date,,,Indices,Rose Gold and White,Sport,Medium,NULL
AP/ROO.C/C/BLKBLK,Audemars Piguet,Royal Oak Offshore Chronograph,42,Ceramic,Black,26238CE.OO.1300CE.01,Calibre 4404,Ceramic,Integrated,Black,Folding Clasp,Titanium,Ceramic,Black,NULL,$86 000,Chronograph,Date,,,Indices,White Gold and White,Sport,Medium,NULL
AP/ROO.C/ST/BLU,Audemars Piguet,Royal Oak Offshore Chronograph,42,Stainless Steel,Blue,26238ST.OO.A340CA.01,Calibre 4404,Rubber and Leather,NULL and Calfskin,Light Blue and Black,Pinbuckle,Stainless Steel,Stainless Steel,Stainless Steel,NULL,$48 000,Chronograph,Date,,,Arabic Numerals,White Gold and White,Sport,Low,NULL
